idx,s,r,o,gold_start,gold_end,pred_text,pred_start,pred_end,giou_top1,aeiou_top1,ae_start_top1,ae_end_top1,ae_avg_top1,ctx_1hop,ctx_2hop,ctx_used,prompt_chars,prompt_preview
807,12076,22,9732,2004,2004,Answer: 2003-2005,2003,2005,0.3333333333333333,0.3333333333333333,1,1,1.0,0,0,0,580,
808,6390,20,6394,2005,2005,Answer: 2004-2006,2004,2006,0.3333333333333333,0.3333333333333333,1,1,1.0,0,0,0,754,
809,11914,22,9813,1983,1993,Answer: 1983-1993,1983,1993,1.0,1.0,0,0,0.0,0,0,0,714,
810,11636,22,10008,2001,2002,Answer: 2007-2008,2007,2008,-0.5,0.125,6,6,6.0,0,0,0,684,
811,6663,20,6664,2007,2007,Answer: 1999-2007,1999,2007,0.1111111111111111,0.1111111111111111,8,0,4.0,0,0,0,693,
812,11111,22,11012,2007,2009,Answer: 2010-2011,2010,2011,0.0,0.2,3,2,2.5,0,0,0,680,
813,3613,14,3552,1998,2003,Answer: 1998-2002,1998,2002,0.8333333333333334,0.8333333333333334,0,1,0.5,0,0,0,652,
814,11505,22,10627,1994,1999,Answer: 1991-1993,1991,1993,0.0,0.1111111111111111,3,6,4.5,0,0,0,678,
815,9480,21,9481,2012,2013,Answer: 2009-2009,2009,2009,-0.4,0.2,3,4,3.5,0,0,0,700,
816,11305,22,10556,1999,1999,Answer: 1998-2000,1998,2000,0.3333333333333333,0.3333333333333333,1,1,1.0,0,0,0,724,
817,1662,1,125,1790,1871,Answer: 1790-2024,1790,2024,0.34893617021276596,0.34893617021276596,0,153,76.5,0,0,0,689,
818,5446,16,5458,1990,1990,Answer: 1989-1999,1989,1999,0.09090909090909091,0.09090909090909091,1,9,5.0,0,0,0,711,
819,12453,22,9738,2002,2004,Answer: 2003-2006,2003,2006,0.4,0.4,1,2,1.5,0,0,0,686,
820,205,6,30,1809,1917,Answer: 1809-1917,1809,1917,1.0,1.0,0,0,0.0,0,0,0,648,
821,11342,22,10092,2009,2010,Answer: ####-####,,,0.0,0.0,,,,0,0,0,688,
822,12218,22,9973,2006,2010,Answer: 2009-2011,2009,2011,0.3333333333333333,0.3333333333333333,3,1,2.0,0,0,0,678,
823,4967,14,4100,1972,1974,Answer: 1974-1974,1974,1974,0.3333333333333333,0.3333333333333333,2,0,1.0,0,0,0,698,
824,8081,20,5639,2012,2012,Answer: 2013-2013,2013,2013,0.0,0.5,1,1,1.0,0,0,0,748,
825,8739,17,5916,2009,2009,Answer: 2016-2016,2016,2016,-0.75,0.125,7,7,7.0,0,0,0,691,
826,7089,20,7091,1981,1981,Answer: 1959-1969,1959,1969,-0.4782608695652174,0.043478260869565216,22,12,17.0,0,0,0,710,
827,11582,22,10733,2008,2010,Answer: 1999-2003,1999,2003,-0.3333333333333333,0.08333333333333333,9,7,8.0,0,0,0,682,
828,6032,20,8810,2002,2002,Answer: 1999-2016,1999,2016,0.05555555555555555,0.05555555555555555,3,14,8.5,0,0,0,716,
829,12076,22,9966,2005,2007,Answer: 2004-2006,2004,2006,0.5,0.5,1,1,1.0,0,0,0,658,
830,12209,22,9648,1994,2001,Answer: 1990-1999,1990,1999,0.5,0.5,4,2,3.0,0,0,0,748,
831,10361,22,9790,2011,2011,Answer: 2013-2014,2013,2014,-0.25,0.25,2,3,2.5,0,0,0,702,
832,3216,12,2155,,1998,Answer: ####-####,,,0.0,0.0,,,,0,0,0,695,
833,6234,17,6236,1908,1908,Answer: 1902-1931,1902,1931,0.03333333333333333,0.03333333333333333,6,23,14.5,0,0,0,687,
834,11558,22,9732,2004,2004,Answer: 2003-2004,2003,2004,0.5,0.5,1,0,0.5,0,0,0,600,
835,6731,17,5829,1964,1964,Answer: ####-####,,,0.0,0.0,,,,0,0,0,566,
836,11978,22,10173,2012,2012,Answer: ####-####,,,0.0,0.0,,,,0,0,0,702,
837,11011,22,10197,1999,1999,Answer: ####-####,,,0.0,0.0,,,,0,0,0,738,
838,7195,23,2947,1958,1959,Answer: ####-####,,,0.0,0.0,,,,0,0,0,716,
839,7936,17,7033,2012,2012,Answer: ####-####,,,0.0,0.0,,,,0,0,0,691,
840,8507,20,8510,2011,2011,Answer: 2010-2019,2010,2019,0.1,0.1,1,8,4.5,0,0,0,716,
841,1864,14,3450,2002,2005,Answer: 1998-2013,1998,2013,0.25,0.25,4,8,6.0,0,0,0,712,
842,616,1,233,2015,,Answer: 2015-####,2015,2015,0.0,0.0,0,,,0,0,0,687,
843,6663,20,6666,2005,2005,Answer: 1999-2007,1999,2007,0.1111111111111111,0.1111111111111111,6,2,4.0,0,0,0,738,
844,11799,22,11021,2002,2003,Answer: 2003-2005,2003,2005,0.25,0.25,1,2,1.5,0,0,0,664,
845,5840,20,7513,2005,2005,Answer: ####-####,,,0.0,0.0,,,,0,0,0,710,
846,2074,6,402,1919,1933,Answer: 1919-1933,1919,1933,1.0,1.0,0,0,0.0,0,0,0,652,
847,9420,20,6581,1994,1994,Answer: 2000-2000,2000,2000,-0.7142857142857143,0.14285714285714285,6,6,6.0,0,0,0,732,
848,11074,22,9549,2006,2007,Answer: 2003-2006,2003,2006,0.2,0.2,3,1,2.0,0,0,0,690,
849,2008,9,259,1815,1866,Answer: 1815-1866,1815,1866,1.0,1.0,0,0,0.0,0,0,0,684,
850,8892,20,7513,1982,1982,Answer: 1980-1999,1980,1999,0.05,0.05,2,17,9.5,0,0,0,704,
851,10218,22,10219,2003,2004,Answer: 1994-1996,1994,1996,-0.5454545454545454,0.09090909090909091,9,8,8.5,0,0,0,672,
852,8637,20,7473,1979,1979,Answer: 1975-1999,1975,1999,0.04,0.04,4,20,12.0,0,0,0,710,
853,4584,17,5887,2008,2008,Answer: ####-####,,,0.0,0.0,,,,0,0,0,628,
854,8004,20,7097,2001,2001,Answer: ####-####,,,0.0,0.0,,,,0,0,0,714,
855,11740,22,9815,1995,1995,Answer: 1994-1995,1994,1995,0.5,0.5,1,0,0.5,0,0,0,726,
856,7000,17,5953,1943,1943,Answer: 1942-1949,1942,1949,0.125,0.125,1,6,3.5,0,0,0,565,
857,9972,22,9974,2015,,Answer: 2007-2011,2007,2011,0.0,0.0,8,,,0,0,0,672,
858,3032,23,3060,1834,1838,Answer: 1834-1836,1834,1836,0.6,0.6,0,2,1.0,0,0,0,682,
859,2428,20,9265,1993,1993,Answer: 1992-1999,1992,1999,0.125,0.125,1,6,3.5,0,0,0,736,
860,7976,17,6008,2002,2002,Answer: ####-####,,,0.0,0.0,,,,0,0,0,677,
861,9943,22,9720,2014,2015,Answer: 2017-2018,2017,2018,-0.2,0.2,3,3,3.0,0,0,0,694,
862,12489,22,10735,2006,2007,Answer: ####-####,,,0.0,0.0,,,,0,0,0,676,
863,11108,22,10115,2001,2001,Answer: ####-####,,,0.0,0.0,,,,0,0,0,676,
864,4012,14,3700,2007,2011,Answer: 2007-2011,2007,2011,1.0,1.0,0,0,0.0,0,0,0,615,
865,6303,17,6308,1943,1943,Answer: ####-####,,,0.0,0.0,,,,0,0,0,687,
866,11397,22,10417,1999,2002,Answer: 1997-1998,1997,1998,0.0,0.16666666666666666,2,4,3.0,0,0,0,672,
867,11996,22,10642,2002,2003,Answer: 2003-2003,2003,2003,0.5,0.5,1,0,0.5,0,0,0,647,
868,10872,22,10255,2003,2004,Answer: 1994-1995,1994,1995,-0.6363636363636364,0.09090909090909091,9,9,9.0,0,0,0,690,
869,4304,14,3431,2017,,Answer: 2007-2020,2007,2020,0.0,0.0,10,,,0,0,0,720,
870,9113,20,7862,1997,1997,Answer: 1991-2002,1991,2002,0.08333333333333333,0.08333333333333333,6,5,5.5,0,0,0,720,
871,2919,17,7234,2017,2017,Answer: ####-####,,,0.0,0.0,,,,0,0,0,677,
872,8081,20,8444,2012,2012,Answer: 2013-2013,2013,2013,0.0,0.5,1,1,1.0,0,0,0,760,
873,11192,22,9668,2013,2014,Answer: 2007-2009,2007,2009,-0.375,0.125,6,5,5.5,0,0,0,662,
874,11883,22,10954,2016,,Answer: 2019-2020,2019,2020,0.0,0.0,3,,,0,0,0,692,
875,11791,22,9769,2008,2008,Answer: 2017-2017,2017,2017,-0.8,0.1,9,9,9.0,0,0,0,668,
876,6663,20,6670,2000,2000,Answer: 1999-2007,1999,2007,0.1111111111111111,0.1111111111111111,1,7,4.0,0,0,0,738,
877,11090,22,9639,2002,2003,Answer: 2017-2018,2017,2018,-0.7647058823529411,0.058823529411764705,15,15,15.0,0,0,0,672,
878,11954,22,5593,2002,,Answer: 2002-2013,2002,2013,0.0,0.0,0,,,0,0,0,716,
879,8232,17,8233,1986,1986,Answer: 1986-1986,1986,1986,1.0,1.0,0,0,0.0,0,0,0,727,
880,4355,17,4313,1996,1996,Answer: ####-####,,,0.0,0.0,,,,0,0,0,547,
881,4666,14,3619,2010,2011,Answer: 2020-2024,2020,2024,-0.5333333333333333,0.06666666666666667,10,13,11.5,0,0,0,736,
882,9048,17,6725,1956,1956,Answer: 1960-1960,1960,1960,-0.6,0.2,4,4,4.0,0,0,0,511,
883,7906,17,7908,2000,2000,Answer: 1992-2014,1992,2014,0.043478260869565216,0.043478260869565216,8,14,11.0,0,0,0,735,
884,5760,20,5755,2010,2010,Answer: ####-####,,,0.0,0.0,,,,0,0,0,746,
885,3571,14,3455,2015,2017,Answer: 2015-2017,2015,2017,1.0,1.0,0,0,0.0,0,0,0,580,
886,11507,22,10651,2013,2013,Answer: 2011-2012,2011,2012,0.0,0.3333333333333333,2,1,1.5,0,0,0,692,
887,11026,22,9668,1998,1998,Answer: 2013-2015,2013,2015,-0.7777777777777778,0.05555555555555555,15,17,16.0,0,0,0,672,
888,8028,17,5874,1987,1987,Answer: ####-####,,,0.0,0.0,,,,0,0,0,669,
889,11883,22,10763,2015,2016,Answer: 2015-2016,2015,2016,1.0,1.0,0,0,0.0,0,0,0,684,
890,10873,22,9854,2012,2012,Answer: ####-####,,,0.0,0.0,,,,0,0,0,720,
891,3517,14,3520,1979,1980,Answer: 1976-1980,1976,1980,0.4,0.4,3,0,1.5,0,0,0,716,
892,10797,22,9564,2007,2007,Answer: 2007-2007,2007,2007,1.0,1.0,0,0,0.0,0,0,0,744,
893,10402,22,9766,2008,2008,Answer: 2006-2007,2006,2007,0.0,0.3333333333333333,2,1,1.5,0,0,0,712,
894,3068,23,3027,,1977,Answer: ####-####,,,0.0,0.0,,,,0,0,0,690,
895,554,15,4983,,2014,Answer: ####-2015,2015,2015,0.0,0.0,,1,,0,0,0,572,
896,10985,22,10637,2005,2006,Answer: ####-####,,,0.0,0.0,,,,0,0,0,708,
897,5499,22,9789,1999,1999,Answer: 1997-1997,1997,1997,-0.3333333333333333,0.3333333333333333,2,2,2.0,0,0,0,722,
898,3677,14,3555,2003,2007,Answer: 2003-2007,2003,2007,1.0,1.0,0,0,0.0,0,0,0,736,
899,2615,9,2517,1873,,Answer: 1861-1894,1861,1894,0.0,0.0,12,,,0,0,0,642,
900,1056,1,666,2016,,Answer: 2016-2024,2016,2024,0.0,0.0,0,,,0,0,0,717,
901,8554,17,6251,1966,1966,Answer: ####-####,,,0.0,0.0,,,,0,0,0,560,
902,12494,22,10426,2005,2008,Answer: 2007-2009,2007,2009,0.4,0.4,2,1,1.5,0,0,0,682,
903,9129,17,6156,1985,1985,Answer: 1989-1989,1989,1989,-0.6,0.2,4,4,4.0,0,0,0,693,
904,11148,22,10034,2011,2011,Answer: 2013-2013,2013,2013,-0.3333333333333333,0.3333333333333333,2,2,2.0,0,0,0,682,
905,3678,14,3437,1945,1963,Answer: 1945-1963,1945,1963,1.0,1.0,0,0,0.0,0,0,0,537,
906,5518,17,5411,1984,1984,Answer: ####-####,,,0.0,0.0,,,,0,0,0,681,
907,1906,17,6002,2008,2008,Answer: 2008-2008,2008,2008,1.0,1.0,0,0,0.0,0,0,0,675,
908,10877,22,9991,2004,2004,Answer: 1999-2000,1999,2000,-0.5,0.16666666666666666,5,4,4.5,0,0,0,696,
909,11397,22,10879,2001,2001,Answer: 1995-1996,1995,1996,-0.5714285714285714,0.14285714285714285,6,5,5.5,0,0,0,688,
910,2094,6,2104,1802,1805,Answer: 1802-1805,1802,1805,1.0,1.0,0,0,0.0,0,0,0,662,
911,11806,22,9681,1992,1993,Answer: 1992-1993,1992,1993,1.0,1.0,0,0,0.0,0,0,0,744,
912,5611,16,5622,2014,2014,Answer: 2003-2014,2003,2014,0.08333333333333333,0.08333333333333333,11,0,5.5,0,0,0,538,
913,2726,20,6012,1933,1933,Answer: ####-####,,,0.0,0.0,,,,0,0,0,680,
914,11438,22,10486,2013,2014,Answer: 2005-2007,2005,2007,-0.5,0.1,8,7,7.5,0,0,0,704,
915,1063,1,642,,2005,Answer: 1927-2016,1927,2016,0.0,0.0,,11,,0,0,0,719,
916,2114,15,4988,1581,1795,Answer: 1581-1795,1581,1795,1.0,1.0,0,0,0.0,0,0,0,674,
917,12257,22,9600,1986,1987,Answer: 1983-1988,1983,1988,0.3333333333333333,0.3333333333333333,3,1,2.0,0,0,0,682,
918,4941,14,3652,2011,2013,Answer: 2009-2013,2009,2013,0.6,0.6,2,0,1.0,0,0,0,574,
919,9480,21,9481,2013,2013,Answer: 2009-2009,2009,2009,-0.6,0.2,4,4,4.0,0,0,0,700,
920,7170,20,7092,1952,1952,Answer: 1954-1954,1954,1954,-0.3333333333333333,0.3333333333333333,2,2,2.0,0,0,0,678,
921,219,15,4971,2016,,Answer: ####-####,,,0.0,0.0,,,,0,0,0,500,
922,1866,12,170,,1939,Answer: 1906-1933,1906,1933,0.0,0.0,,6,,0,0,0,667,
923,2428,17,6467,2000,2000,Answer: 1999-1999,1999,1999,0.0,0.5,1,1,1.0,0,0,0,737,
924,10361,22,9839,2012,2014,Answer: 2009-2011,2009,2011,0.0,0.16666666666666666,3,3,3.0,0,0,0,672,
925,1640,1,125,1790,1871,Answer: 1790-2024,1790,2024,0.34893617021276596,0.34893617021276596,0,153,76.5,0,0,0,691,
926,1579,6,1560,1320,1503,Answer: 1362-1569,1362,1569,0.568,0.568,42,66,54.0,0,0,0,672,
927,10329,22,9732,2008,2008,Answer: 2007-2008,2007,2008,0.5,0.5,1,0,0.5,0,0,0,602,
928,11331,22,9624,2013,2016,Answer: 2013-2016,2013,2016,1.0,1.0,0,0,0.0,0,0,0,658,
929,7000,17,5948,1943,1943,Answer: 1941-1945,1941,1945,0.2,0.2,2,2,2.0,0,0,0,717,
930,5840,20,7513,1986,1986,Answer: ####-####,,,0.0,0.0,,,,0,0,0,710,
931,10905,22,9791,2002,2002,Answer: 1999-1999,1999,1999,-0.5,0.25,3,3,3.0,0,0,0,714,
932,2911,10,2940,1861,,Answer: 1854-1887,1854,1887,0.0,0.0,7,,,0,0,0,595,
933,11604,22,9912,2000,2009,Answer: ####-####,,,0.0,0.0,,,,0,0,0,732,
934,7864,17,7648,1994,1994,Answer: ####-####,,,0.0,0.0,,,,0,0,0,715,
935,10361,22,9553,2014,,Answer: 2003-2005,2003,2005,0.0,0.0,11,,,0,0,0,658,
936,3942,14,3697,1904,1904,Answer: 1904-1904,1904,1904,1.0,1.0,0,0,0.0,0,0,0,686,
937,11800,22,10092,1995,1996,Answer: 1997-1998,1997,1998,0.0,0.25,2,2,2.0,0,0,0,696,
938,1167,1,953,1790,1871,Answer: 1790-2024,1790,2024,0.34893617021276596,0.34893617021276596,0,153,76.5,0,0,0,689,
939,10822,22,9694,1998,2002,Answer: ####-####,,,0.0,0.0,,,,0,0,0,686,
940,6484,17,6240,1968,1968,Answer: 1964-1968,1964,1968,0.2,0.2,4,0,2.0,0,0,0,542,
941,9596,22,9605,1993,1994,Answer: 2003-2004,2003,2004,-0.6666666666666666,0.08333333333333333,10,10,10.0,0,0,0,690,
942,10603,22,5653,1992,1995,Answer: 1987-1990,1987,1990,-0.1111111111111111,0.1111111111111111,5,5,5.0,0,0,0,676,
943,2754,20,6706,1907,1907,Answer: 1901-1916,1901,1916,0.0625,0.0625,6,9,7.5,0,0,0,720,
944,11607,22,10718,1996,1997,Answer: 1997-1998,1997,1998,0.3333333333333333,0.3333333333333333,1,1,1.0,0,0,0,668,
945,6459,17,8005,2005,2005,Answer: ####-####,,,0.0,0.0,,,,0,0,0,713,
946,6968,17,5479,1979,1979,Answer: 1971-1979,1971,1979,0.1111111111111111,0.1111111111111111,8,0,4.0,0,0,0,749,
947,12007,22,11018,2014,2015,Answer: 2016-2017,2016,2017,0.0,0.25,2,2,2.0,0,0,0,674,
948,11697,22,9996,1998,1998,Answer: 1997-1999,1997,1999,0.3333333333333333,0.3333333333333333,1,1,1.0,0,0,0,734,
949,5695,22,10781,1990,1991,Answer: 1996-1997,1996,1997,-0.5,0.125,6,6,6.0,0,0,0,704,
950,3159,17,6003,1971,1971,Answer: 1967-1996,1967,1996,0.03333333333333333,0.03333333333333333,4,25,14.5,0,0,0,731,
951,205,6,2019,1917,,Answer: 1917-2024,1917,2024,0.0,0.0,0,,,0,0,0,634,
952,2173,6,2040,2009,,Answer: 1993-2024,1993,2024,0.0,0.0,16,,,0,0,0,640,
953,2778,20,6192,1982,1982,Answer: 1970-1991,1970,1991,0.045454545454545456,0.045454545454545456,12,9,10.5,0,0,0,724,
954,7972,20,6674,1991,1991,Answer: 1987-1989,1987,1989,-0.2,0.2,4,2,3.0,0,0,0,742,
955,10702,22,9572,2000,2001,Answer: ####-####,,,0.0,0.0,,,,0,0,0,698,
956,7102,17,6204,2001,2001,Answer: 2012-2012,2012,2012,-0.8333333333333334,0.08333333333333333,11,11,11.0,0,0,0,681,
957,2945,14,3623,1892,,Answer: 1922-1922,1922,1922,0.0,0.0,30,,,0,0,0,612,
958,12131,22,10283,2006,2006,Answer: ####-####,,,0.0,0.0,,,,0,0,0,684,
959,11504,22,9710,1999,2001,Answer: 2003-2008,2003,2008,-0.1,0.1,4,7,5.5,0,0,0,688,
960,6742,17,6744,2003,2003,Answer: 2004-2004,2004,2004,0.0,0.5,1,1,1.0,0,0,0,727,
961,11186,22,9996,2007,2009,Answer: 2005-2008,2005,2008,0.4,0.4,2,1,1.5,0,0,0,736,
962,7740,20,6780,1953,1953,Answer: ####-####,,,0.0,0.0,,,,0,0,0,692,
963,10329,22,9806,2007,2010,Answer: ####-####,,,0.0,0.0,,,,0,0,0,668,
964,8701,20,6028,1960,1960,Answer: 1961-1961,1961,1961,0.0,0.5,1,1,1.0,0,0,0,718,
965,9288,20,5762,1902,1902,Answer: 1901-1909,1901,1909,0.1111111111111111,0.1111111111111111,1,7,4.0,0,0,0,698,
966,12093,22,10862,1980,1980,Answer: ####-####,,,0.0,0.0,,,,0,0,0,704,
967,7667,17,7047,1994,1994,Answer: 1994-1994,1994,1994,1.0,1.0,0,0,0.0,0,0,0,677,
968,5548,16,5719,1995,1995,Answer: 1982-2010,1982,2010,0.034482758620689655,0.034482758620689655,13,15,14.0,0,0,0,697,
969,4498,17,7143,1976,1976,Answer: ####-####,,,0.0,0.0,,,,0,0,0,681,
970,1745,17,6958,2009,2009,Answer: 2009-2013,2009,2013,0.2,0.2,0,4,2.0,0,0,0,669,
971,4686,14,4241,1996,1997,Answer: 1996-1997,1996,1997,1.0,1.0,0,0,0.0,0,0,0,700,
972,12499,22,10810,2008,2011,Answer: 2007-2008,2007,2008,0.2,0.2,1,3,2.0,0,0,0,680,
973,7404,20,6744,2013,2013,Answer: 2012-2012,2012,2012,0.0,0.5,1,1,1.0,0,0,0,716,
974,7277,17,7283,1996,1996,Answer: 1997-1997,1997,1997,0.0,0.5,1,1,1.0,0,0,0,713,
975,6931,17,6932,2002,2002,Answer: ####-####,,,0.0,0.0,,,,0,0,0,560,
976,9051,20,6150,1965,1965,Answer: 1966-1966,1966,1966,0.0,0.5,1,1,1.0,0,0,0,720,
977,11531,22,9619,2014,2015,Answer: 2014-2015,2014,2015,1.0,1.0,0,0,0.0,0,0,0,698,
978,3243,17,5901,2012,2012,Answer: 2010-2015,2010,2015,0.16666666666666666,0.16666666666666666,2,3,2.5,0,0,0,548,
979,8898,20,7092,1953,1953,Answer: ####-####,,,0.0,0.0,,,,0,0,0,708,
980,3535,14,3456,2010,2015,Answer: 2017-2019,2017,2019,-0.1,0.1,7,4,5.5,0,0,0,584,
981,8386,17,6066,1993,1993,Answer: 1993-1993,1993,1993,1.0,1.0,0,0,0.0,0,0,0,743,
982,1239,1,129,1790,1871,Answer: 1790-2024,1790,2024,0.34893617021276596,0.34893617021276596,0,153,76.5,0,0,0,689,
983,12108,22,10689,1999,2003,Answer: 2003-2006,2003,2006,0.125,0.125,4,3,3.5,0,0,0,674,
984,10844,22,9939,2008,2011,Answer: 2008-2009,2008,2009,0.5,0.5,0,2,1.0,0,0,0,670,
985,11487,22,10191,2008,2011,Answer: 2008-2011,2008,2011,1.0,1.0,0,0,0.0,0,0,0,708,
986,10672,22,9746,2000,2000,Answer: ####-####,,,0.0,0.0,,,,0,0,0,660,
987,8630,17,6569,2009,2009,Answer: ####-####,,,0.0,0.0,,,,0,0,0,493,
988,9015,20,7862,1993,1993,Answer: 1989-2011,1989,2011,0.043478260869565216,0.043478260869565216,4,18,11.0,0,0,0,724,
989,11811,22,10956,1996,1997,Answer: 1993-1995,1993,1995,0.0,0.2,3,2,2.5,0,0,0,694,
990,11498,22,10430,2001,2003,Answer: 2003-2005,2003,2005,0.2,0.2,2,2,2.0,0,0,0,688,
991,2906,17,5860,1996,1996,Answer: 1997-1997,1997,1997,0.0,0.5,1,1,1.0,0,0,0,669,
992,9596,22,9602,2004,2005,Answer: 1997-2000,1997,2000,-0.3333333333333333,0.1111111111111111,7,5,6.0,0,0,0,686,
993,1910,14,3981,1930,1931,Answer: 1920-1922,1920,1922,-0.5833333333333334,0.08333333333333333,10,9,9.5,0,0,0,680,
994,12148,22,5473,2012,2012,Answer: 2013-2014,2013,2014,0.0,0.3333333333333333,1,2,1.5,0,0,0,708,
995,3703,14,3704,2011,2015,Answer: 2011-2015,2011,2015,1.0,1.0,0,0,0.0,0,0,0,684,
996,8600,20,7501,1968,1968,Answer: 1968-1968,1968,1968,1.0,1.0,0,0,0.0,0,0,0,716,
997,11074,22,9702,1996,1998,Answer: 1994-1997,1994,1997,0.4,0.4,2,1,1.5,0,0,0,740,
998,5699,22,5656,2007,2008,Answer: 2007-2009,2007,2009,0.6666666666666666,0.6666666666666666,0,1,0.5,0,0,0,692,
999,7528,20,6192,1978,1978,Answer: 1970-1994,1970,1994,0.04,0.04,8,16,12.0,0,0,0,730,
1000,9616,22,9614,1979,1980,Answer: 1977-1985,1977,1985,0.2222222222222222,0.2222222222222222,2,5,3.5,0,0,0,680,
1001,7339,20,5453,1974,1974,Answer: 1975-1975,1975,1975,0.0,0.5,1,1,1.0,0,0,0,710,
1002,7411,17,8252,1988,1988,Answer: ####-####,,,0.0,0.0,,,,0,0,0,689,
1003,8126,20,6825,1994,1994,Answer: 1976-2004,1976,2004,0.034482758620689655,0.034482758620689655,18,10,14.0,0,0,0,724,
1004,4507,14,3496,1999,2003,Answer: 1999-2013,1999,2013,0.3333333333333333,0.3333333333333333,0,10,5.0,0,0,0,554,
1005,9529,21,9477,1898,1898,Answer: 1900-1900,1900,1900,-0.3333333333333333,0.3333333333333333,2,2,2.0,0,0,0,656,
1006,1349,1,129,1920,,Answer: 1790-2024,1790,2024,0.0,0.0,130,,,0,0,0,654,
1007,10592,22,9695,2006,2006,Answer: ####-####,,,0.0,0.0,,,,0,0,0,688,
1008,5843,17,5844,1973,1973,Answer: ####-####,,,0.0,0.0,,,,0,0,0,667,
1009,12430,22,9695,1979,1985,Answer: ####-####,,,0.0,0.0,,,,0,0,0,692,
1010,12230,22,10018,2009,2009,Answer: 2005-2007,2005,2007,-0.2,0.2,4,2,3.0,0,0,0,682,
1011,4482,14,3869,1832,1834,Answer: 1832-1834,1832,1834,1.0,1.0,0,0,0.0,0,0,0,730,
1012,11504,22,9576,2002,2002,Answer: 2003-2004,2003,2004,0.0,0.3333333333333333,1,2,1.5,0,0,0,690,
1013,8907,20,9274,1999,1999,Answer: 1993-2000,1993,2000,0.125,0.125,6,1,3.5,0,0,0,714,
1014,11351,22,11352,2002,2007,Answer: 2001-2004,2001,2004,0.42857142857142855,0.42857142857142855,1,3,2.0,0,0,0,668,
1015,10175,22,9610,1999,1999,Answer: 1999-2000,1999,2000,0.5,0.5,0,1,0.5,0,0,0,744,
1016,7378,20,9256,2006,2006,Answer: 2006-2006,2006,2006,1.0,1.0,0,0,0.0,0,0,0,692,
1017,11846,22,11135,1999,2001,Answer: 2007-2008,2007,2008,-0.5,0.1,8,7,7.5,0,0,0,690,
1018,10496,22,10497,2002,2003,Answer: 1988-1988,1988,1988,-0.8125,0.0625,14,15,14.5,0,0,0,706,
1019,9935,22,9938,2009,2009,Answer: 2007-2008,2007,2008,0.0,0.3333333333333333,2,1,1.5,0,0,0,744,
1020,8197,20,5762,1961,1961,Answer: 1950-1979,1950,1979,0.03333333333333333,0.03333333333333333,11,18,14.5,0,0,0,694,
1021,11811,22,10101,1995,1996,Answer: ####-####,,,0.0,0.0,,,,0,0,0,690,
1022,3231,17,7514,2014,2014,Answer: 2000-2018,2000,2018,0.05263157894736842,0.05263157894736842,14,4,9.0,0,0,0,669,
1023,9398,20,7803,2007,2007,Answer: 2007-2007,2007,2007,1.0,1.0,0,0,0.0,0,0,0,744,
1024,12436,22,11427,2000,2001,Answer: 2007-2007,2007,2007,-0.625,0.125,7,6,6.5,0,0,0,758,
1025,5730,17,8608,1986,1986,Answer: 1986-1986,1986,1986,1.0,1.0,0,0,0.0,0,0,0,701,
1026,11685,22,10776,2015,2016,Answer: 2017-2018,2017,2018,0.0,0.25,2,2,2.0,0,0,0,680,
1027,4216,14,4127,1987,1989,Answer: ####-####,,,0.0,0.0,,,,0,0,0,527,
1028,4888,14,3437,1970,2010,Answer: 1970-2010,1970,2010,1.0,1.0,0,0,0.0,0,0,0,531,
1029,8126,17,7096,1977,1977,Answer: 1960-2004,1960,2004,0.022222222222222223,0.022222222222222223,17,27,22.0,0,0,0,715,
1030,7798,17,7092,2010,2010,Answer: 2010-2010,2010,2010,1.0,1.0,0,0,0.0,0,0,0,683,
1031,9542,22,2999,2011,2012,Answer: 2011-2012,2011,2012,1.0,1.0,0,0,0.0,0,0,0,692,
1032,10620,22,10490,2004,2005,Answer: 2003-2005,2003,2005,0.6666666666666666,0.6666666666666666,1,0,0.5,0,0,0,708,
1033,5497,22,9723,1999,2020,Answer: 2005-2006,2005,2006,0.09090909090909091,0.09090909090909091,6,14,10.0,0,0,0,698,
1034,10861,22,10862,1996,2002,Answer: 1997-2001,1997,2001,0.7142857142857143,0.7142857142857143,1,1,1.0,0,0,0,706,
1035,10791,22,10480,2013,2015,Answer: 2012-2014,2012,2014,0.5,0.5,1,1,1.0,0,0,0,660,
1036,9571,22,9546,2002,2003,Answer: 2002-2003,2002,2003,1.0,1.0,0,0,0.0,0,0,0,676,
1037,7893,20,6706,1920,1920,Answer: 1929-1929,1929,1929,-0.8,0.1,9,9,9.0,0,0,0,728,
1038,11573,22,10169,2009,2009,Answer: 2009-2009,2009,2009,1.0,1.0,0,0,0.0,0,0,0,672,
1039,9844,22,9849,2010,2014,Answer: 2010-2013,2010,2013,0.8,0.8,0,1,0.5,0,0,0,746,
1040,11731,22,10165,2003,2005,Answer: 2004-2006,2004,2006,0.5,0.5,1,1,1.0,0,0,0,678,
1041,9480,21,9481,2013,2014,Answer: 2009-2009,2009,2009,-0.5,0.16666666666666666,4,5,4.5,0,0,0,700,
1042,7547,20,6667,1985,1985,Answer: 1983-1990,1983,1990,0.125,0.125,2,5,3.5,0,0,0,740,
1043,3740,14,3742,1963,1969,Answer: 1951-1953,1951,1953,-0.47368421052631576,0.05263157894736842,12,16,14.0,0,0,0,712,
